# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = prior_model
# start_datetime = 2023-04-13 09:20:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmpjdx6wopj/m6nqqjez.json
# init = 2 (Default)
# random
#   seed = 123456
# output
#   file = /home/AGH-Data-Analytics/lab_5/samples/prior-20230413092000.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,beta.1,beta.2,alpha,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10
0,0,-2.23518,-0.130183,-1.2144,-150.413,-124.268,-168.663,-184.675,-156.357,-95.2793,-158.789,-151.236,-66.008,-189.163,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.542681,-3.197,0.81944,-2332.75,-1635.27,-2392.9,-2786.13,-2589.6,-1145.1,-2427.58,-2574.7,-703.429,-3395.24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.34679,-1.36989,-1.91996,-1087.74,-792.453,-1138.57,-1307.06,-1190.64,-568.103,-1135.53,-1177.1,-360.954,-1535.85,0,0,0,0,0,0,0,0,0,0
0,0,2.75133,-4.03964,1.6336,-2897.43,-2014.04,-2958.96,-3455.84,-3226.1,-1402.94,-3013.11,-3211.41,-855.184,-4244.09,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.76925,-0.401817,-0.737574,-338.133,-252.306,-358.554,-407.978,-366.74,-183.35,-353.726,-361.192,-118.651,-467.998,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.24103,0.0778272,-4.39826,-49.0578,-70.2651,-77.1884,-67.6156,-34.3495,-65.2864,-55.205,-26.2566,-54.8992,-14.7371,0,0,0,0,0,0,0,0,0,0
0,0,-0.340541,-2.31482,-2.21614,-1709.47,-1205.18,-1758.15,-2042.87,-1893.97,-847.332,-1779.59,-1881.72,-523.87,-2477.31,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.21489,-3.03228,-2.03837,-2174.57,-1511.32,-2219.71,-2592.68,-2421.59,-1053.21,-2261.11,-2410.85,-642.798,-3185.72,0,0,0,0,0,0,0,0,0,0
0,0,-0.249684,-1.68258,-1.43845,-1242.44,-875.892,-1277.84,-1484.8,-1376.55,-615.776,-1293.42,-1367.64,-380.649,-1800.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.876379,-1.71503,0.362115,-1237.44,-862.684,-1265.6,-1476.55,-1376.39,-602.075,-1287.14,-1369.57,-368.068,-1808.58,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.19075,-1.77881,-2.62563,-1360.85,-975.258,-1411.76,-1630.55,-1498.77,-692.559,-1418.59,-1485.49,-434.351,-1947.03,0,0,0,0,0,0,0,0,0,0
0,0,-2.0277,-2.4494,1.34758,-1845.17,-1313.23,-1908.36,-2209.63,-2037.07,-927.916,-1922.71,-2020.77,-577.311,-2654.32,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.881302,-0.15234,0.355563,-132.613,-100.284,-141.829,-160.567,-143.038,-73.2987,-138.946,-140.513,-47.717,-181.427,0,0,0,0,0,0,0,0,0,0
0,0,-0.389898,-0.0679755,-0.193876,-59.4454,-45.0167,-63.5342,-71.8952,-64.1037,-32.9889,-62.2645,-62.984,-21.5908,-81.2335,0,0,0,0,0,0,0,0,0,0
0,0,0.64233,-1.45677,0.416071,-1053.44,-735.219,-1078.08,-1257.26,-1171.26,-513.445,-1095.86,-1165.26,-314.166,-1538.37,0,0,0,0,0,0,0,0,0,0
0,0,-0.562485,-2.92017,1.53192,-2155.37,-1519.34,-2217.71,-2576.89,-2387.86,-1067.38,-2244.1,-2372.13,-658.666,-3123.74,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.88628,-1.40531,0.877032,-961.346,-652.104,-969.249,-1142.1,-1079.54,-447.232,-997.733,-1078.29,-266.326,-1433.68,0,0,0,0,0,0,0,0,0,0
0,0,-0.2554,-0.274857,-3.37075,-211.245,-151.582,-218.53,-252.337,-232.723,-108.232,-220.002,-230.838,-68.7502,-301.987,0,0,0,0,0,0,0,0,0,0
0,0,2.02119,-2.50181,-0.056175,-1787.87,-1240.46,-1823.76,-2131.48,-1992.06,-863.265,-1858.89,-1983.59,-525.62,-2622.52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.263936,-3.35521,4.94049,-2464.12,-1732.95,-2533.07,-2945.76,-2732.01,-1215.19,-2565.31,-2714.71,-747.495,-3577.52,0,0,0,0,0,0,0,0,0,0
0,0,0.550849,-0.559831,-2.99943,-400.695,-278.101,-408.035,-476.895,-446.583,-194.09,-416.388,-444.885,-119.028,-587.66,0,0,0,0,0,0,0,0,0,0
0,0,-0.914689,-1.77664,-1.38209,-1327.39,-940.994,-1369.32,-1587.85,-1467.69,-663.733,-1382.51,-1456.97,-412.207,-1915.4,0,0,0,0,0,0,0,0,0,0
0,0,-0.666101,-1.76344,-0.066223,-1310.42,-926.653,-1350.35,-1567.25,-1450.16,-652.419,-1364.65,-1440.01,-403.971,-1894.55,0,0,0,0,0,0,0,0,0,0
0,0,1.59475,-2.13643,4.20871,-1525.66,-1058.32,-1557.23,-1820.01,-1699.76,-735.691,-1586.56,-1692.27,-446.7,-2238.15,0,0,0,0,0,0,0,0,0,0
0,0,-2.93028,-4.08908,-1.69586,-3073.41,-2184.92,-3175.7,-3678.66,-3394.67,-1543.48,-3201.94,-3368.37,-960.445,-4425.12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.568787,-4.53068,1.40372,-3337.76,-2350.65,-3432.36,-3989.63,-3699.08,-1650.65,-3474.82,-3675.29,-1018.04,-4840.81,0,0,0,0,0,0,0,0,0,0
0,0,0.0418835,-0.334282,2.30795,-242.05,-169.135,-248.443,-289.559,-268.877,-117.823,-251.995,-267.289,-71.5669,-353.116,0,0,0,0,0,0,0,0,0,0
0,0,-0.453331,-1.26627,2.36015,-937.962,-662.368,-966.461,-1122.21,-1038.36,-465.549,-976.857,-1031.12,-287.271,-1357.46,0,0,0,0,0,0,0,0,0,0
0,0,-0.343654,-3.03333,0.092832,-2234.62,-1573.69,-2297.69,-2670.79,-2476.6,-1105.19,-2326.3,-2460.74,-681.837,-3240.99,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.59182,-1.93504,-1.30472,-1459.83,-1039.58,-1509.67,-1747.68,-1611.45,-735.217,-1521.06,-1598.59,-458.288,-2099.08,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.222625,-0.795067,-1.38444,-590.306,-417.204,-607.766,-705.559,-653.466,-293.874,-614.604,-649.046,-182.246,-853.823,0,0,0,0,0,0,0,0,0,0
0,0,-1.63369,-1.07725,1.75272,-828.159,-594.952,-861.14,-993.642,-911.072,-422.52,-863.744,-902.418,-264.614,-1182.54,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.58001,-1.22485,1.57658,-935.383,-669.946,-970.94,-1121.6,-1030.21,-474.999,-975.288,-1020.93,-296.845,-1338.87,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.46977,-0.544603,0.694877,-434.318,-317.065,-455.499,-522.485,-474.947,-227.317,-453.596,-469.285,-144.268,-612.187,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.232,-3.11943,-3.21352,-2346.44,-1668.64,-2424.45,-2808.14,-2591.53,-1179.32,-2444.49,-2571.47,-734.557,-3377.62,0,0,0,0,0,0,0,0,0,0
0,0,0.184167,-2.89013,-1.09593,-2118.03,-1487.8,-2174.55,-2530.03,-2349.61,-1043.46,-2204.37,-2335.53,-642.649,-3077.93,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.45921,-1.72654,0.441377,-1301.86,-926.932,-1346.6,-1558.97,-1437.06,-655.208,-1356.57,-1425.51,-407.924,-1872.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.18678,-0.875946,2.5376,-692.89,-504.12,-725.716,-833.458,-758.592,-360.477,-723.542,-749.839,-227.787,-979.331,0,0,0,0,0,0,0,0,0,0
0,0,0.910967,-2.3565,0.431384,-1707.38,-1192.75,-1748.13,-2037.98,-1897.72,-833.491,-1776.25,-1887.76,-510.492,-2491.55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.43027,-0.49711,1.02291,-398.182,-291.243,-418.137,-479.281,-435.091,-208.967,-415.956,-429.745,-132.717,-560.362,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.49911,-2.98999,-0.903817,-2231.54,-1581.22,-2301.83,-2669.6,-2467.74,-1114.76,-2324.23,-2449.79,-691.658,-3221.21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.22497,-0.523379,-0.886915,-390.447,-276.575,-402.489,-466.865,-431.867,-195.075,-406.598,-428.8,-121.2,-563.759,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.5138,-1.409,-3.3322,-1073.87,-768.223,-1112.65,-1285.96,-1183.56,-545.181,-1119.17,-1173.49,-341.761,-1538.63,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.41184,-0.204254,-3.12483,-186.931,-143.816,-200.899,-226.023,-200.448,-106.713,-195.883,-196.603,-71.2629,-251.92,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.77276,-2.77185,-3.27507,-1947.27,-1339.23,-1976.3,-2317.23,-2176.56,-927.458,-2022.88,-2170.25,-561.034,-2875.07,0,0,0,0,0,0,0,0,0,0
0,0,-5.26513,-0.730947,-1.59659,-664.475,-510.394,-715.95,-805.856,-712.421,-376.767,-696.934,-698.236,-248.84,-896.619,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.394559,-3.06505,-0.0684816,-2240.34,-1571.77,-2298.88,-2675.89,-2486.34,-1101.33,-2331.51,-2471.8,-677.261,-3258.73,0,0,0,0,0,0,0,0,0,0
0,0,0.97428,-1.83433,1.33043,-1321.69,-920.829,-1351.55,-1577.18,-1470.38,-642.238,-1374.77,-1463.16,-392.137,-1932.63,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.064321,-1.299,-3.33839,-955.262,-672.016,-980.792,-1140.57,-1059.31,-472.227,-994.104,-1052.94,-291.987,-1386.66,0,0,0,0,0,0,0,0,0,0
0,0,0.119955,-0.0478352,2.2723,-29.9598,-19.4118,-30.0768,-35.9605,-34.0265,-12.525,-31.1549,-34.0273,-6.47566,-46.081,0,0,0,0,0,0,0,0,0,0
0,0,2.37891,-3.63537,-1.40678,-2612.67,-1817.78,-2668.73,-3115.88,-2908.26,-1267.45,-2716.98,-2894.84,-774.031,-3824.37,0,0,0,0,0,0,0,0,0,0
0,0,3.63042,-3.83905,-0.993112,-2731.73,-1891.18,-2783.09,-3255.3,-3046.11,-1314.49,-2839.64,-3034.18,-799.015,-4013.55,0,0,0,0,0,0,0,0,0,0
0,0,-0.822918,-2.89896,1.00585,-2146.58,-1515.43,-2210.32,-2566.89,-2376.85,-1065.7,-2235.19,-2360.71,-658.628,-3107.39,0,0,0,0,0,0,0,0,0,0
0,0,2.11464,-3.07634,-1.38935,-2208.67,-1535.91,-2255.39,-2633.78,-2459,-1070.62,-2296.73,-2447.85,-653.578,-3234.24,0,0,0,0,0,0,0,0,0,0
0,0,-2.99566,-1.21939,0.576575,-966.352,-703.521,-1011.71,-1161.69,-1057.91,-503.752,-1008.93,-1045.82,-319.278,-1365.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.747547,-0.405611,0.477152,-315.182,-227.507,-328.527,-378.418,-346.136,-162.052,-328.846,-342.613,-101.935,-448.35,0,0,0,0,0,0,0,0,0,0
0,0,-1.84412,-0.782993,-0.479804,-619.455,-450.607,-648.024,-744.332,-678.407,-322.65,-646.633,-670.803,-204.593,-875.721,0,0,0,0,0,0,0,0,0,0
0,0,2.68939,-3.77837,0.0144055,-2708.76,-1882.39,-2765.5,-3230.24,-3016.41,-1311.28,-2816.73,-3002.9,-799.531,-3968.56,0,0,0,0,0,0,0,0,0,0
0,0,1.41969,-1.32571,1.22209,-937.776,-647.352,-954.353,-1117.42,-1046.67,-448.871,-974.708,-1042.88,-271.696,-1380.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.735278,-2.01797,-1.8334,-1465.38,-1024.73,-1500.59,-1748.8,-1628.29,-716.899,-1524.45,-1619.67,-440.077,-2136.82,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.14927,-3.78704,0.770968,-2854.5,-2032.08,-2952.29,-3418.09,-3151.17,-1436.27,-2974.41,-3125.93,-894.128,-4105.5,0,0,0,0,0,0,0,0,0,0
0,0,1.22568,-0.356745,1.82298,-230.611,-151.615,-229.167,-273.046,-261.602,-101.579,-238.862,-262.27,-58.1203,-351.502,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.84033,-0.293158,0.443795,-170.566,-104.817,-163.547,-199.605,-197.699,-67.0324,-175.68,-199.914,-35.4851,-271.575,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.134505,-2.09032,2.70787,-1534.81,-1079.26,-1577.56,-1834.67,-1701.77,-756.811,-1597.79,-1691.05,-465.585,-2228.53,0,0,0,0,0,0,0,0,0,0
0,0,0.575841,-0.794738,1.96362,-567.554,-393.725,-579.418,-677.171,-632.285,-273.639,-590.245,-629.463,-166.05,-832.559,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.824787,-0.570435,0.54383,-398.361,-273.181,-403.996,-474.159,-445.645,-188.633,-413.824,-444.442,-113.467,-589.395,0,0,0,0,0,0,0,0,0,0
0,0,-1.12079,-2.37785,0.425167,-1771.82,-1254.57,-1827.22,-2119.69,-1959.8,-883.893,-1845.39,-1945.67,-547.768,-2559.02,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.6405,-0.859848,-0.938682,-671.439,-485.633,-700.12,-805.881,-736.946,-346.654,-700.516,-729.366,-218.933,-953.628,0,0,0,0,0,0,0,0,0,0
0,0,-3.26616,-1.77213,3.19929,-1375.93,-992.875,-1434.24,-1652.21,-1511.17,-706.902,-1435.63,-1495.78,-444.245,-1957.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.27787,-4.65777,0.368207,-3449.1,-2434.99,-3551.2,-4124.11,-3819.17,-1712.58,-3591.39,-3793.32,-1058.76,-4992.92,0,0,0,0,0,0,0,0,0,0
0,0,-1.32143,-3.87034,1.66135,-2870.88,-2028.47,-2957.54,-3433.59,-3177.87,-1427.15,-2989.63,-3155.87,-882.567,-4153.19,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.68028,-2.7864,0.0134596,-2085.53,-1479.77,-2153.02,-2495.75,-2305.08,-1043.95,-2172.48,-2287.79,-648.238,-3007.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.15729,-1.13311,1.57133,-802.354,-554.18,-816.915,-956.287,-895.317,-384.31,-834.033,-891.966,-232.595,-1180.86,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.2046,-1.38263,0.492914,-1043.27,-743.061,-1079.36,-1249.42,-1151.47,-525.317,-1087.16,-1142.15,-327.108,-1499.9,0,0,0,0,0,0,0,0,0,0
0,0,-2.76656,-1.54435,0.340767,-1199.61,-865.71,-1249.87,-1439.82,-1317.63,-616.813,-1251.48,-1304.37,-388.315,-1706.81,0,0,0,0,0,0,0,0,0,0
0,0,0.140621,-1.10099,-0.996297,-805.751,-565.594,-826.786,-962.209,-894.112,-396.603,-838.499,-888.888,-244.268,-1171.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.89771,-4.24327,-3.32366,-3187.43,-2265.29,-3292.58,-3814.5,-3521.1,-1600.24,-3320.52,-3494.08,-995.936,-4590.4,0,0,0,0,0,0,0,0,0,0
0,0,-0.520725,-1.52325,0.584045,-1129.98,-798.43,-1164.09,-1351.45,-1250.8,-561.767,-1176.72,-1242.14,-347.432,-1634.65,0,0,0,0,0,0,0,0,0,0
0,0,-0.714164,-0.331447,0.0905574,-260.331,-188.79,-271.96,-312.728,-285.419,-134.891,-271.703,-282.333,-85.2487,-368.944,0,0,0,0,0,0,0,0,0,0
0,0,-1.50595,-0.710276,0.0246139,-557.461,-404.127,-582.208,-669.572,-611.271,-288.72,-581.781,-604.708,-182.462,-790.26,0,0,0,0,0,0,0,0,0,0
0,0,-1.5018,-0.355489,-0.0648052,-297.037,-221.042,-314.659,-358.384,-322.472,-160.289,-310.705,-317.691,-103.368,-412.055,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.03425,-2.77564,0.425862,-2061.72,-1457.66,-2124.47,-2465.87,-2281.7,-1026.08,-2147.05,-2265.75,-635.09,-2981.16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.0962049,-0.349416,-2.96446,-261.745,-185.668,-269.407,-312.385,-289.506,-131.473,-272.42,-287.566,-82.4236,-377.559,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.48957,-0.701249,0.44991,-550.016,-398.634,-574.468,-660.722,-603.137,-284.683,-574.033,-596.652,-179.762,-779.852,0,0,0,0,0,0,0,0,0,0
0,0,2.57226,-1.52275,-0.513074,-1056.48,-721.947,-1068.93,-1256.23,-1183.44,-497.732,-1097.02,-1180.98,-298.931,-1567.18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.60497,-0.153778,-0.632261,-50.9863,-14.8576,-35.827,-54.7418,-68.4985,-1.59561,-50.3897,-72.9396,6.75473,-107.251,0,0,0,0,0,0,0,0,860,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0696157,-0.719674,1.2396,-525.33,-368.372,-539.236,-627.756,-583.043,-257.82,-546.781,-579.584,-158.134,-764.401,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.459885,-0.139468,2.79751,-110.609,-80.6649,-116.617,-133.772,-120.847,-57.3473,-115.713,-119.229,-35.6619,-155.992,0,0,0,0,0,0,0,0,0,0
0,0,0.930257,-0.106687,-0.399832,-56.3816,-32.1936,-52.0035,-65.1259,-66.777,-19.485,-57.7217,-68.1041,-9.30681,-93.662,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.66136,-1.41065,-0.885875,-996.428,-687.246,-1013.01,-1186.52,-1112.6,-476.652,-1035.42,-1108.87,-288.878,-1468.09,0,0,0,0,0,0,0,0,0,0
0,0,0.466453,-1.51484,3.40212,-1097.29,-766.592,-1124.32,-1310.65,-1219.41,-535.173,-1141.8,-1212.77,-326.943,-1601.15,0,0,0,0,0,0,0,0,0,0
